Name	Gene	Distance
chr21:36860068-36860568	HLCS	[0]
chr21:36870732-36871232	HLCS	[0]
chr21:36886769-36887269	HLCS	[0]
chr21:36902185-36902685	HLCS	[0]
chr21:36904732-36905232	HLCS	[0]
chr21:36909555-36910055	HLCS	[0]
chr21:36915484-36915984	HLCS	[0]
chr21:36923516-36924016	HLCS	[0]
chr21:36924330-36924830	HLCS	[0]
chr21:36927589-36928089	HLCS	[0]
chr21:36932279-36932779	HLCS	[0]
chr21:36936954-36937454	HLCS	[0]
chr21:36939399-36939899	HLCS	[0]
chr21:36943782-36944282	HLCS	[0]
chr21:36945230-36945730	HLCS	[0]
chr21:36946050-36946550	HLCS	[0]
chr21:36947230-36947730	HLCS	[0]
chr21:36954657-36955157	HLCS	[0]
chr21:36961563-36962063	HLCS	[0]
chr21:36965043-36965543	HLCS	[0]
chr21:36966392-36966892	HLCS	[0]
chr21:36968546-36969046	HLCS	[0]
chr21:36976111-36976611	HLCS	[0]
chr21:36976969-36977469	HLCS	[0]
chr21:36980674-36981174	HLCS	[0]
chr21:36984412-36984912	HLCS	[0]
chr21:36985661-36986161	HLCS	[0]
chr21:36989819-36990319	HLCS	[0]
chr21:36994411-36994911	HLCS	[4425]
chr21:36997666-36998166	HLCS	[7680]
chr21:37002378-37002878	HLCS	[12392]
chr21:37005956-37006456	HLCS	[15970]
chr21:37006679-37007179	HLCS	[16693]
chr21:37009769-37010269	HLCS	[19783]
chr21:37017131-37017631	HLCS	[27145]
chr21:37022962-37023462	HLCS	[32976]
chr21:37026431-37026931	HLCS	[36445]
chr21:37030463-37030963	HLCS	[40477]
chr21:37034169-37034669	HLCS	[44183]
chr21:37036299-37036799	HLCS	[46313]
chr21:37037652-37038152	HLCS	[47666]
chr21:37042663-37043163	HLCS	[52677]
chr21:37045128-37045628	HLCS	[55142]
chr21:37057091-37057591	HLCS	[67105]
chr21:37059474-37059974	HLCS	[69488]
chr21:37062285-37062785	HLCS	[72299]
chr21:37063923-37064423	HLCS	[73937]
chr21:37068628-37069128	HLCS	[78642]
chr21:37071086-37071586	HLCS	[81100]
chr21:37072935-37073435	HLCS	[82949]
chr21:37076664-37077164	HLCS	[86678]
chr21:37077275-37077775	HLCS	[87289]
chr21:37079281-37079781	HLCS	[89295]
chr21:37083033-37083533	HLCS	[93047]
chr21:37087050-37087550	HLCS	[97064]
chr21:37091651-37092151	HLCS	[101665]
chr21:37099646-37100146	HLCS	[109660]
chr21:37100338-37100838	HLCS	[110352]
chr21:37101143-37101643	HLCS	[111157]
chr21:37103783-37104283	HLCS	[113797]
chr21:37106491-37106991	HLCS	[116505]
chr21:37108386-37108886	HLCS	[118400]
chr21:37109794-37110294	HLCS	[119808]
chr21:37116179-37116679	HLCS	[126193]
chr21:37118453-37118953	HLCS	[128467]
chr21:37119825-37120325	HLCS	[129839]
chr21:37129564-37130064	HLCS	[139578]
chr21:37131385-37131885	HLCS	[141399]
chr21:37133526-37134026	HLCS	[143540]
chr21:37136118-37136618	HLCS	[146132]
chr21:41651419-41651919	PRDM15	[-146556]
chr21:41657558-41658058	PRDM15	[-140417]
chr21:41659455-41659955	PRDM15	[-138520]
chr21:41660502-41661002	PRDM15	[-137473]
chr21:41664089-41664589	PRDM15	[-133886]
chr21:41666617-41667117	PRDM15	[-131358]
chr21:41668672-41669172	PRDM15	[-129303]
chr21:41670243-41670743	PRDM15	[-127732]
chr21:41671685-41672185	PRDM15	[-126290]
chr21:41676066-41676566	PRDM15	[-121909]
chr21:41678920-41679420	PRDM15	[-119055]
chr21:41680938-41681438	PRDM15	[-117037]
chr21:41685369-41685869	PRDM15	[-112606]
chr21:41687947-41688447	PRDM15	[-110028]
chr21:41692907-41693407	PRDM15	[-105068]
chr21:41696218-41696718	PRDM15	[-101757]
chr21:41698563-41699063	PRDM15	[-99412]
chr21:41701715-41702215	PRDM15	[-96260]
chr21:41708898-41709398	PRDM15	[-89077]
chr21:41710645-41711145	PRDM15	[-87330]
chr21:41712342-41712842	PRDM15	[-85633]
chr21:41714050-41714550	PRDM15	[-83925]
chr21:41721513-41722013	PRDM15	[-76462]
chr21:41724111-41724611	PRDM15	[-73864]
chr21:41725907-41726407	PRDM15	[-72068]
chr21:41730311-41730811	PRDM15	[-67664]
chr21:41734245-41734745	PRDM15	[-63730]
chr21:41750966-41751466	PRDM15	[-47009]
chr21:41751765-41752265	PRDM15	[-46210]
chr21:41756907-41757407	PRDM15	[-41068]
chr21:41760619-41761119	PRDM15	[-37356]
chr21:41761303-41761803	PRDM15	[-36672]
chr21:41761821-41762321	PRDM15	[-36154]
chr21:41763098-41763598	PRDM15	[-34877]
chr21:41763689-41764189	PRDM15	[-34286]
chr21:41766072-41766572	PRDM15	[-31903]
chr21:41766876-41767376	PRDM15	[-31099]
chr21:41767872-41768372	PRDM15	[-30103]
chr21:41768562-41769062	PRDM15	[-29413]
chr21:41769970-41770470	PRDM15	[-28005]
chr21:41772233-41772733	PRDM15	[-25742]
chr21:41778091-41778591	PRDM15	[-19884]
chr21:41778732-41779232	PRDM15	[-19243]
chr21:41783428-41783928	PRDM15	[-14547]
chr21:41787559-41788059	PRDM15	[-10416]
chr21:41791507-41792007	PRDM15	[-6468]
chr21:41802483-41802983	PRDM15	[0]
chr21:41805430-41805930	PRDM15	[0]
chr21:41807823-41808323	PRDM15	[0]
chr21:41815101-41815601	PRDM15	[0]
chr21:41816489-41816989	PRDM15	[0]
chr21:41819226-41819726	PRDM15	[0]
chr21:41820614-41821114	PRDM15	[0]
chr21:41828444-41828944	PRDM15	[0]
chr21:41832201-41832701	PRDM15	[0]
chr21:41833645-41834145	PRDM15	[0]
chr21:41842190-41842690	PRDM15	[0]
chr21:41846780-41847280	PRDM15	[0]
chr21:41849171-41849671	PRDM15	[0]
chr21:41850944-41851444	PRDM15	[0]
chr21:41852258-41852758	PRDM15	[0]
chr21:41855282-41855782	PRDM15	[0]
chr21:41856375-41856875	PRDM15	[0]
chr21:41863252-41863752	PRDM15	[0]
chr21:41864566-41865066	PRDM15	[0]
chr21:41865373-41865873	PRDM15	[0]
chr21:41868312-41868812	PRDM15	[0]
chr21:41871062-41871562	PRDM15	[0]
chr21:41873983-41874483	PRDM15	[0]
chr21:41877947-41878447	PRDM15	[0]
chr21:41878953-41879453	PRDM15	[0]
chr21:41880521-41881021	PRDM15	[1289]
chr21:41885294-41885794	PRDM15	[6062]
chr21:41888176-41888676	PRDM15	[8944]
chr21:41895795-41896295	PRDM15	[16563]
chr21:41898836-41899336	PRDM15	[19604]
chr21:41899343-41899843	PRDM15	[20111]
chr21:41901103-41901603	PRDM15	[21871]
chr21:41904059-41904559	PRDM15	[24827]
chr21:41907055-41907555	PRDM15	[27823]
chr21:41919712-41920212	PRDM15	[40480]
chr21:41921090-41921590	PRDM15	[41858]
chr21:41923559-41924059	PRDM15	[44327]
chr21:41925010-41925510	PRDM15	[45778]
chr21:41925608-41926108	PRDM15	[46376]
chr21:41926358-41926858	PRDM15	[47126]
chr21:41927681-41928181	PRDM15	[48449]
chr21:41928571-41929071	PRDM15	[49339]
chr21:41929166-41929666	PRDM15	[49934]
chr21:41930416-41930916	PRDM15	[51184]
chr21:41932314-41932814	PRDM15	[53082]
chr21:41933000-41933500	PRDM15	[53768]
chr21:41933514-41934014	PRDM15	[54282]
chr21:41941034-41941534	PRDM15	[61802]
chr21:41942227-41942727	PRDM15	[62995]
chr21:41948404-41948904	PRDM15	[69172]
chr21:41950193-41950693	PRDM15	[70961]
chr21:41952155-41952655	PRDM15	[72923]
chr21:41953572-41954072	PRDM15	[74340]
chr21:41957115-41957615	PRDM15	[77883]
chr21:41960406-41960906	PRDM15	[81174]
chr21:41961641-41962141	PRDM15	[82409]
chr21:41967029-41967529	PRDM15	[87797]
chr21:41973584-41974084	PRDM15	[94352]
chr21:41974097-41974597	PRDM15	[94865]
chr21:41975611-41976111	PRDM15	[96379]
chr21:41985147-41985647	PRDM15	[105915]
chr21:41989581-41990081	PRDM15	[110349]
chr21:41991647-41992147	PRDM15	[112415]
chr21:41994419-41994919	PRDM15	[115187]
chr21:41995719-41996219	PRDM15	[116487]
chr21:41999025-41999525	PRDM15	[119793]
chr21:41999899-42000399	PRDM15	[120667]
chr21:42001059-42001559	PRDM15	[121827]
chr21:42002378-42002878	PRDM15	[123146]
chr21:42003102-42003602	PRDM15	[123870]
chr21:42004869-42005369	PRDM15	[125637]
chr21:42006361-42006861	PRDM15	[127129]
chr21:42007751-42008251	PRDM15	[128519]
chr21:42009885-42010385	PRDM15	[130653]
chr21:42011844-42012344	PRDM15	[132612]
chr21:42013435-42013935	PRDM15	[134203]
chr21:42016174-42016674	PRDM15	[136942]
chr21:42017128-42017628	PRDM15	[137896]
chr21:42019122-42019622	PRDM15	[139890]
chr21:42021481-42021981	PRDM15	[142249]
chr21:42025811-42026311	PRDM15	[146579]
chr21:42027233-42027733	PRDM15	[148001]
chr21:34637466-34637966	RUNX1	[-150085]
chr21:34638626-34639126	RUNX1	[-148925]
chr21:34640180-34640680	RUNX1	[-147371]
chr21:34644791-34645291	RUNX1	[-142760]
chr21:34645341-34645841	RUNX1	[-142210]
chr21:34646961-34647461	RUNX1	[-140590]
chr21:34647595-34648095	RUNX1	[-139956]
chr21:34662133-34662633	RUNX1	[-125418]
chr21:34669415-34669915	RUNX1	[-118136]
chr21:34670326-34670826	RUNX1	[-117225]
chr21:34674210-34674710	RUNX1	[-113341]
chr21:34678995-34679495	RUNX1	[-108556]
chr21:34680579-34681079	RUNX1	[-106972]
chr21:34684080-34684580	RUNX1	[-103471]
chr21:34688031-34688531	RUNX1	[-99520]
chr21:34691053-34691553	RUNX1	[-96498]
chr21:34693189-34693689	RUNX1	[-94362]
chr21:34695869-34696369	RUNX1	[-91682]
chr21:34697144-34697644	RUNX1	[-90407]
chr21:34707723-34708223	RUNX1	[-79828]
chr21:34715153-34715653	RUNX1	[-72398]
chr21:34716972-34717472	RUNX1	[-70579]
chr21:34718239-34718739	RUNX1	[-69312]
chr21:34719748-34720248	RUNX1	[-67803]
chr21:34722809-34723309	RUNX1	[-64742]
chr21:34726850-34727350	RUNX1	[-60701]
chr21:34729407-34729907	RUNX1	[-58144]
chr21:34741140-34741640	RUNX1	[-46411]
chr21:34745472-34745972	RUNX1	[-42079]
chr21:34747897-34748397	RUNX1	[-39654]
chr21:34755454-34755954	RUNX1	[-32097]
chr21:34757851-34758351	RUNX1	[-29700]
chr21:34759427-34759927	RUNX1	[-28124]
chr21:34760439-34760939	RUNX1	[-27112]
chr21:34765888-34766388	RUNX1	[-21663]
chr21:34776421-34776921	RUNX1	[-11130]
chr21:34783128-34783628	RUNX1	[-4423]
chr21:34788808-34789308	RUNX1	[0]
chr21:34792074-34792574	RUNX1	[0]
chr21:34795008-34795508	RUNX1	[0]
chr21:34801244-34801744	RUNX1	[0]
chr21:34803895-34804395	RUNX1	[0]
chr21:34804666-34805166	RUNX1	[0]
chr21:34807485-34807985	RUNX1	[0]
chr21:34807995-34808495	RUNX1	[0]
chr21:34808991-34809491	RUNX1	[0]
chr21:34810373-34810873	RUNX1	[0]
chr21:34813482-34813982	RUNX1	[0]
chr21:34814538-34815038	RUNX1	[0]
chr21:34815598-34816098	RUNX1	[0]
chr21:34818609-34819109	RUNX1	[0]
chr21:34820070-34820570	RUNX1	[0]
chr21:34825720-34826220	RUNX1	[0]
chr21:34826796-34827296	RUNX1	[0]
chr21:34827537-34828037	RUNX1	[0]
chr21:34830714-34831214	RUNX1	[0]
chr21:34834030-34834530	RUNX1	[0]
chr21:34834951-34835451	RUNX1	[0]
chr21:34835540-34836040	RUNX1	[0]
chr21:34837351-34837851	RUNX1	[0]
chr21:34838185-34838685	RUNX1	[0]
chr21:34839168-34839668	RUNX1	[0]
chr21:34841258-34841758	RUNX1	[0]
chr21:34843241-34843741	RUNX1	[0]
chr21:34844535-34845035	RUNX1	[0]
chr21:34845692-34846192	RUNX1	[0]
chr21:34847952-34848452	RUNX1	[0]
chr21:34850800-34851300	RUNX1	[0]
chr21:34852162-34852662	RUNX1	[0]
chr21:34854383-34854883	RUNX1	[0]
chr21:34856793-34857293	RUNX1	[0]
chr21:34857482-34857982	RUNX1	[0]
chr21:34859923-34860423	RUNX1	[0]
chr21:34860750-34861250	RUNX1	[0]
chr21:34861523-34862023	RUNX1	[0]
chr21:34865482-34865982	RUNX1	[0]
chr21:34868956-34869456	RUNX1	[0]
chr21:34871054-34871554	RUNX1	[0]
chr21:34871572-34872072	RUNX1	[0]
chr21:34874616-34875116	RUNX1	[0]
chr21:34881813-34882313	RUNX1	[0]
chr21:34882600-34883100	RUNX1	[0]
chr21:34883449-34883949	RUNX1	[0]
chr21:34884365-34884865	RUNX1	[0]
chr21:34885676-34886176	RUNX1	[0]
chr21:34886660-34887160	RUNX1	[0]
chr21:34887403-34887903	RUNX1	[0]
chr21:34887966-34888466	RUNX1	[0]
chr21:34888545-34889045	RUNX1	[0]
chr21:34889317-34889817	RUNX1	[0]
chr21:34889935-34890435	RUNX1	[0]
chr21:34890895-34891395	RUNX1	[0]
chr21:34892221-34892721	RUNX1	[0]
chr21:34894630-34895130	RUNX1	[0]
chr21:34904686-34905186	RUNX1	[0]
chr21:34905818-34906318	RUNX1	[0]
chr21:34907401-34907901	RUNX1	[0]
chr21:34908229-34908729	RUNX1	[0]
chr21:34909707-34910207	RUNX1	[0]
chr21:34911296-34911796	RUNX1	[0]
chr21:34914173-34914673	RUNX1	[0]
chr21:34919189-34919689	RUNX1	[0]
chr21:34921108-34921608	RUNX1	[0]
chr21:34922381-34922881	RUNX1	[0]
chr21:34923076-34923576	RUNX1	[0]
chr21:34924869-34925369	RUNX1	[0]
chr21:34926673-34927173	RUNX1	[0]
chr21:34928811-34929311	RUNX1	[0]
chr21:34930213-34930713	RUNX1	[0]
chr21:34932242-34932742	RUNX1	[0]
chr21:34932781-34933281	RUNX1	[0]
chr21:34933324-34933824	RUNX1	[0]
chr21:34933910-34934410	RUNX1	[0]
chr21:34935438-34935938	RUNX1	[0]
chr21:34936229-34936729	RUNX1	[0]
chr21:34939697-34940197	RUNX1	[0]
chr21:34940571-34941071	RUNX1	[0]
chr21:34943215-34943715	RUNX1	[0]
chr21:34944271-34944771	RUNX1	[0]
chr21:34946225-34946725	RUNX1	[0]
chr21:34947585-34948085	RUNX1	[0]
chr21:34948130-34948630	RUNX1	[0]
chr21:34949449-34949949	RUNX1	[0]
chr21:34956675-34957175	RUNX1	[0]
chr21:34961237-34961737	RUNX1	[0]
chr21:34961949-34962449	RUNX1	[0]
chr21:34962776-34963276	RUNX1	[0]
chr21:34963455-34963955	RUNX1	[0]
chr21:34965111-34965611	RUNX1	[0]
chr21:34967408-34967908	RUNX1	[0]
chr21:34968892-34969392	RUNX1	[0]
chr21:34969954-34970454	RUNX1	[0]
chr21:34971515-34972015	RUNX1	[0]
chr21:34973432-34973932	RUNX1	[0]
chr21:34974146-34974646	RUNX1	[0]
chr21:34977914-34978414	RUNX1	[0]
chr21:34980174-34980674	RUNX1	[0]
chr21:34983550-34984050	RUNX1	[0]
chr21:34984304-34984804	RUNX1	[0]
chr21:34986857-34987357	RUNX1	[0]
chr21:34988274-34988774	RUNX1	[0]
chr21:34989581-34990081	RUNX1	[0]
chr21:34990888-34991388	RUNX1	[0]
chr21:34994528-34995028	RUNX1	[0]
chr21:34998875-34999375	RUNX1	[0]
chr21:34999590-35000090	RUNX1	[0]
chr21:35003419-35003919	RUNX1	[0]
chr21:35005412-35005912	RUNX1	[0]
chr21:35007149-35007649	RUNX1	[0]
chr21:35008965-35009465	RUNX1	[0]
chr21:35011555-35012055	RUNX1	[0]
chr21:35012578-35013078	RUNX1	[0]
chr21:35014469-35014969	RUNX1	[0]
chr21:35015343-35015843	RUNX1	[0]
chr21:35020416-35020916	RUNX1	[0]
chr21:35020931-35021431	RUNX1	[0]
chr21:35021933-35022433	RUNX1	[0]
chr21:35023102-35023602	RUNX1	[0]
chr21:35025557-35026057	RUNX1	[0]
chr21:35026636-35027136	RUNX1	[0]
chr21:35027458-35027958	RUNX1	[0]
chr21:35031822-35032322	RUNX1	[0]
chr21:35033966-35034466	RUNX1	[0]
chr21:35035387-35035887	RUNX1	[0]
chr21:35036822-35037322	RUNX1	[0]
chr21:35037717-35038217	RUNX1	[0]
chr21:35040098-35040598	RUNX1	[0]
chr21:35041111-35041611	RUNX1	[0]
chr21:35041877-35042377	RUNX1	[0]
chr21:35042386-35042886	RUNX1	[0]
chr21:35043476-35043976	RUNX1	[0]
chr21:35045770-35046270	RUNX1	[0]
chr21:35047121-35047621	RUNX1	[0]
chr21:35047970-35048470	RUNX1	[0]
chr21:35049011-35049511	RUNX1	[0]
chr21:35050432-35050932	RUNX1	[0]
chr21:35051224-35051724	RUNX1	[0]
chr21:35052714-35053214	RUNX1	[0]
chr21:35053458-35053958	RUNX1	[0]
chr21:35057444-35057944	RUNX1	[0]
chr21:35061667-35062167	RUNX1	[0]
chr21:35075379-35075879	RUNX1	[0]
chr21:35078117-35078617	RUNX1	[0]
chr21:35080254-35080754	RUNX1	[0]
chr21:35083699-35084199	RUNX1	[0]
chr21:35084635-35085135	RUNX1	[0]
chr21:35086225-35086725	RUNX1	[0]
chr21:35091617-35092117	RUNX1	[0]
chr21:35099088-35099588	RUNX1	[0]
chr21:35100664-35101164	RUNX1	[0]
chr21:35102929-35103429	RUNX1	[0]
chr21:35109605-35110105	RUNX1	[0]
chr21:35115191-35115691	RUNX1	[0]
chr21:35120766-35121266	RUNX1	[0]
chr21:35124189-35124689	RUNX1	[0]
chr21:35124828-35125328	RUNX1	[0]
chr21:35127658-35128158	RUNX1	[0]
chr21:35128981-35129481	RUNX1	[0]
chr21:35130915-35131415	RUNX1	[0]
chr21:35136026-35136526	RUNX1	[0]
chr21:35138733-35139233	RUNX1	[0]
chr21:35140748-35141248	RUNX1	[0]
chr21:35143532-35144032	RUNX1	[0]
chr21:35145877-35146377	RUNX1	[0]
chr21:35147884-35148384	RUNX1	[0]
chr21:35154930-35155430	RUNX1	[0]
chr21:35161735-35162235	RUNX1	[0]
chr21:35170238-35170738	RUNX1	[0]
chr21:35171677-35172177	RUNX1	[0]
chr21:35172196-35172696	RUNX1	[0]
chr21:35176957-35177457	RUNX1	[0]
chr21:35180154-35180654	RUNX1	[0]
chr21:35183161-35183661	RUNX1	[0]
chr21:35189442-35189942	RUNX1	[0]
chr21:35191884-35192384	RUNX1	[0]
chr21:35197314-35197814	RUNX1	[0]
chr21:35204808-35205308	RUNX1	[0]
chr21:35206018-35206518	RUNX1	[0]
chr21:35207117-35207617	RUNX1	[0]
chr21:35214132-35214632	RUNX1	[0]
chr21:35215629-35216129	RUNX1	[0]
chr21:35219650-35220150	RUNX1	[0]
chr21:35222563-35223063	RUNX1	[0]
chr21:35227193-35227693	RUNX1	[0]
chr21:35230783-35231283	RUNX1	[0]
chr21:35232838-35233338	RUNX1	[0]
chr21:35237362-35237862	RUNX1	[0]
chr21:35246407-35246907	RUNX1	[0]
chr21:35252574-35253074	RUNX1	[0]
chr21:35264056-35264556	RUNX1	[0]
chr21:35272126-35272626	RUNX1	[0]
chr21:35281925-35282425	RUNX1	[0]
chr21:35289054-35289554	RUNX1	[0]
chr21:35292105-35292605	RUNX1	[0]
chr21:35297697-35298197	RUNX1	[0]
chr21:35300883-35301383	RUNX1	[0]
chr21:35305619-35306119	RUNX1	[0]
chr21:35315158-35315658	RUNX1	[0]
chr21:35316762-35317262	RUNX1	[0]
chr21:35317773-35318273	RUNX1	[0]
chr21:35320288-35320788	RUNX1	[0]
chr21:35330603-35331103	RUNX1	[0]
chr21:35334160-35334660	RUNX1	[0]
chr21:35338698-35339198	RUNX1	[0]
chr21:35339856-35340356	RUNX1	[0]
chr21:35349079-35349579	RUNX1	[0]
chr21:35353829-35354329	RUNX1	[0]
chr21:35361919-35362419	RUNX1	[0]
chr21:35369136-35369636	RUNX1	[0]
chr21:35372217-35372717	RUNX1	[0]
chr21:35375094-35375594	RUNX1	[0]
chr21:35385383-35385883	RUNX1	[0]
chr21:35386747-35387247	RUNX1	[0]
chr21:35390958-35391458	RUNX1	[0]
chr21:35392225-35392725	RUNX1	[0]
chr21:35394672-35395172	RUNX1	[0]
chr21:35395705-35396205	RUNX1	[0]
chr21:35400367-35400867	RUNX1	[0]
chr21:35401625-35402125	RUNX1	[0]
chr21:35408386-35408886	RUNX1	[0]
chr21:35410329-35410829	RUNX1	[0]
chr21:35415602-35416102	RUNX1	[0]
chr21:35418608-35419108	RUNX1	[0]
chr21:35419468-35419968	RUNX1	[0]
chr21:35428416-35428916	RUNX1	[0]
chr21:35433584-35434084	RUNX1	[0]
chr21:35438538-35439038	RUNX1	[0]
chr21:35442160-35442660	RUNX1	[0]
chr21:35445467-35445967	RUNX1	[0]
chr21:35454620-35455120	RUNX1	[0]
chr21:35457160-35457660	RUNX1	[0]
chr21:35457866-35458366	RUNX1	[0]
chr21:35460730-35461230	RUNX1	[0]
chr21:35463155-35463655	RUNX1	[0]
chr21:35468369-35468869	RUNX1	[0]
chr21:35473453-35473953	RUNX1	[0]
chr21:35474917-35475417	RUNX1	[0]
chr21:35475670-35476170	RUNX1	[0]
chr21:35478559-35479059	RUNX1	[0]
chr21:35483711-35484211	RUNX1	[0]
chr21:35489742-35490242	RUNX1	[0]
chr21:35491863-35492363	RUNX1	[0]
chr21:35500802-35501302	RUNX1	[0]
chr21:35503550-35504050	RUNX1	[0]
chr21:35508401-35508901	RUNX1	[0]
chr21:35511119-35511619	RUNX1	[0]
chr21:35514575-35515075	RUNX1	[0]
chr21:35515251-35515751	RUNX1	[0]
chr21:35516384-35516884	RUNX1	[0]
chr21:35521794-35522294	RUNX1	[0]
chr21:35525291-35525791	RUNX1	[0]
chr21:35529022-35529522	RUNX1	[0]
chr21:35530667-35531167	RUNX1	[0]
chr21:35536727-35537227	RUNX1	[0]
chr21:35539859-35540359	RUNX1	[0]
chr21:35541283-35541783	RUNX1	[0]
chr21:35551747-35552247	RUNX1	[0]
chr21:35555655-35556155	RUNX1	[0]
chr21:35560287-35560787	RUNX1	[0]
chr21:35565104-35565604	RUNX1	[0]
chr21:35566854-35567354	RUNX1	[0]
chr21:35574993-35575493	RUNX1	[0]
chr21:35577758-35578258	RUNX1	[0]
chr21:35579777-35580277	RUNX1	[0]
chr21:35584524-35585024	RUNX1	[0]
chr21:35587567-35588067	RUNX1	[0]
chr21:35591707-35592207	RUNX1	[0]
chr21:35599147-35599647	RUNX1	[0]
chr21:35606841-35607341	RUNX1	[0]
chr21:35613760-35614260	RUNX1	[0]
chr21:35616095-35616595	RUNX1	[0]
chr21:35617019-35617519	RUNX1	[0]
chr21:35619485-35619985	RUNX1	[0]
chr21:35630455-35630955	RUNX1	[0]
chr21:35631019-35631519	RUNX1	[0]
chr21:35644494-35644994	RUNX1	[0]
chr21:35652853-35653353	RUNX1	[0]
chr21:35658116-35658616	RUNX1	[0]
chr21:35659171-35659671	RUNX1	[0]
chr21:35661666-35662166	RUNX1	[0]
chr21:35668173-35668673	RUNX1	[0]
chr21:35675553-35676053	RUNX1	[0]
chr21:35717906-35718406	RUNX1	[0]
chr21:35742366-35742866	RUNX1	[0]
chr21:35747159-35747659	RUNX1	[0]
chr21:35748596-35749096	RUNX1	[0]
chr21:35761409-35761909	RUNX1	[0]
chr21:35766342-35766842	RUNX1	[0]
chr21:35779246-35779746	RUNX1	[0]
chr21:35785886-35786386	RUNX1	[0]
chr21:35798411-35798911	RUNX1	[0]
chr21:35801253-35801753	RUNX1	[0]
chr21:35823124-35823624	RUNX1	[0]
chr21:35840128-35840628	RUNX1	[0]
chr21:35842574-35843074	RUNX1	[0]
chr21:35846710-35847210	RUNX1	[0]
chr21:35852002-35852502	RUNX1	[0]
chr21:35854013-35854513	RUNX1	[0]
chr21:35857428-35857928	RUNX1	[0]
chr21:35860490-35860990	RUNX1	[0]
chr21:35873274-35873774	RUNX1	[0]
chr21:35880230-35880730	RUNX1	[0]
chr21:35882581-35883081	RUNX1	[0]
chr21:35905040-35905540	RUNX1	[0]
chr21:35905696-35906196	RUNX1	[0]
chr21:35908132-35908632	RUNX1	[0]
chr21:35917176-35917676	RUNX1	[0]
chr21:35919182-35919682	RUNX1	[0]
chr21:35919920-35920420	RUNX1	[0]
chr21:35924665-35925165	RUNX1	[0]
chr21:35925369-35925869	RUNX1	[0]
chr21:35929299-35929799	RUNX1	[0]
chr21:35931161-35931661	RUNX1	[0]
chr21:35932284-35932784	RUNX1	[0]
chr21:35933329-35933829	RUNX1	[0]
chr21:35936966-35937466	RUNX1	[0]
chr21:35937844-35938344	RUNX1	[0]
chr21:35938540-35939040	RUNX1	[0]
chr21:35940190-35940690	RUNX1	[0]
chr21:35942115-35942615	RUNX1	[0]
chr21:35945368-35945868	RUNX1	[0]
chr21:35948609-35949109	RUNX1	[0]
chr21:35958139-35958639	RUNX1	[0]
chr21:35959025-35959525	RUNX1	[0]
chr21:35968035-35968535	RUNX1	[0]
chr21:35970179-35970679	RUNX1	[0]
chr21:35986230-35986730	RUNX1	[0]
chr21:35987262-35987762	RUNX1	[0]
chr21:35988482-35988982	RUNX1	[0]
chr21:35989184-35989684	RUNX1	[0]
chr21:35991005-35991505	RUNX1	[0]
chr21:35991751-35992251	RUNX1	[0]
chr21:35995194-35995694	RUNX1	[0]
chr21:36009760-36010260	RUNX1	[5343]
chr21:36018371-36018871	RUNX1	[13954]
chr21:36021115-36021615	RUNX1	[16698]
chr21:36024751-36025251	RUNX1	[20334]
chr21:36028420-36028920	RUNX1	[24003]
chr21:36031068-36031568	RUNX1	[26651]
chr21:36036181-36036681	RUNX1	[31764]
chr21:36038806-36039306	RUNX1	[34389]
chr21:36041258-36041758	RUNX1	[36841]
chr21:36043341-36043841	RUNX1	[38924]
chr21:36044620-36045120	RUNX1	[40203]
chr21:36048032-36048532	RUNX1	[43615]
chr21:36053542-36054042	RUNX1	[49125]
chr21:36059272-36059772	RUNX1	[54855]
chr21:36060268-36060768	RUNX1	[55851]
chr21:36063723-36064223	RUNX1	[59306]
chr21:36065480-36065980	RUNX1	[61063]
chr21:36068648-36069148	RUNX1	[64231]
chr21:36069678-36070178	RUNX1	[65261]
chr21:36071018-36071518	RUNX1	[66601]
chr21:36072152-36072652	RUNX1	[67735]
chr21:36077326-36077826	RUNX1	[72909]
chr21:36078923-36079423	RUNX1	[74506]
chr21:36081578-36082078	RUNX1	[77161]
chr21:36091386-36091886	RUNX1	[86969]
chr21:36094452-36094952	RUNX1	[90035]
chr21:36095941-36096441	RUNX1	[91524]
chr21:36100296-36100796	RUNX1	[95879]
chr21:36104557-36105057	RUNX1	[100140]
chr21:36110896-36111396	RUNX1	[106479]
chr21:36112761-36113261	RUNX1	[108344]
chr21:36113366-36113866	RUNX1	[108949]
chr21:36113954-36114454	RUNX1	[109537]
chr21:36114761-36115261	RUNX1	[110344]
chr21:36115282-36115782	RUNX1	[110865]
chr21:36116510-36117010	RUNX1	[112093]
chr21:36121183-36121683	RUNX1	[116766]
chr21:36121982-36122482	RUNX1	[117565]
chr21:36122901-36123401	RUNX1	[118484]
chr21:36123438-36123938	RUNX1	[119021]
chr21:36125412-36125912	RUNX1	[120995]
chr21:36127226-36127726	RUNX1	[122809]
chr21:36128916-36129416	RUNX1	[124499]
chr21:36129975-36130475	RUNX1	[125558]
chr21:36133310-36133810	RUNX1	[128893]
chr21:36134515-36135015	RUNX1	[130098]
chr21:36135451-36135951	RUNX1	[131034]
chr21:36136133-36136633	RUNX1	[131716]
chr21:36138098-36138598	RUNX1	[133681]
chr21:36141418-36141918	RUNX1	[137001]
chr21:36145184-36145684	RUNX1	[140767]
chr21:36145832-36146332	RUNX1	[141415]
chr21:36146657-36147157	RUNX1	[142240]
